,committee,date,congress,page
532,"Cmte on HR bill making appropriation to satisfy certain demands
of late insurrection & providing increase compensation to
marshals, jurors, & witnesses in US Courts & to allow farther
compensation to Attorney for KY",1796-05-28,4,5
533,Cmte on HR bill for relief of John Sears,1796-05-28,4,5
534,cmte on HR bill granting land to John Cc,1796-05-28,4,5
535,"emte of Conference on bill to suspend part of duties on snuff &
sugar",1796-05-30,4,5
536,emte to notify PUS of recess,1796-05-30,4,6
537,"cmte of Conference on bill creating state from territory ceded by
NC",1796-05-31,4,6
538,"Cmte on HR bill making appropriations for naval & military
establishments",1796-05-31,4,6
539,Cmte on HR bill to alter time of next meeting of Congress,1796-06-01,4,6
540,Cmte on HR bill for embargoes,1796-06-01,4,6
541,"Cmte on message of PUS of May 25, r",1795-12-18,4,6
542,cmte on Gen,1796-02-18,4,6
543,emte on treaty with Dey of Algiers,1796-12-06,4,6
544,cmte to wait on PUS,1796-12-07,4,6
545,cmte to prepare reply to PUS’s speech,1796-12-08,4,6
546,"cmte ordered to wait on PUS to find out
est time to deliver",1796-12-13,4,6
547,"emte to inquire what regulations necessary for resignations from
Senate",1796-12-14,4,6
548,"cmte on motion to allow $100 to principal & engrossing clerks in
office of Secretary of Senate",1796-12-16,4,6
549,emte on HR bill to amend law for promulgation of laws,1796-12-16,4,6
550,cmte to inquire into compensations to govt officers,1796-12-19,4,6
551,cmte to inquire what laws will expire,1796-12-26,4,6
552,emte on enrolled bills,1796-12-26,4,6
554,emte on HR bill for relief of John Sears,1796-12-29,4,7
555,"cmte on report of AG of April 28, 1796, r",1796-04-28,4,7
556,"emte on motion that there ought to law punishing frauds against
BUS",1796-12-29,4,7
557,cmte instructed to bring bill,1796-12-30,4,7
558,"emte on Tracy’s bill repealing limitation to act in addition to
act for punishment of certain crimes against US",1797-01-11,4,7
559,emte on memorial of IL & Wabash Land Co,1797-01-24,4,7
560,"emte on Paine’s bill for additional compensation to District
judge of VT",1797-01-02,4,7
561,"cmte on HR resolution, r",1797-01-03,4,7
562,Cmte on Martin’s bill giving assent to NC law for health officer,1797-01-04,4,7
563,"\emte on petition of Benjamin Walker, r",1797-01-13,4,7
564,"Cmte to examine & report on state of ratification of
constitutional amendments",1797-01-17,4,7
565,cmte on mode of examining votes for PUS & ve,1797-01-18,4,7
566,emte on petition of I,1797-01-24,4,7
567,,1797-01-27,4,7
568,,1797-01-31,4,7
569,emte on HR bill post office & post roads,1797-02-07,4,8
570,Cmte on necessary measures to accommodate PUS,1797-02-09,4,8
571,cmte on HR bill military establishment,1797-02-09,4,8
572,Cmte on memorial of Anthony Walton White,1797-02-09,4,8
573,"cmte on HR resolution, r",1797-02-10,4,8
574,emte on Sedgwick’s bill for circuit courts,1797-02-15,4,8
575,emte on HR bill for John de Neufville’s widow & kids,1797-02-15,4,8
576,cmte to prepare draft of answer to farewell address of VP,1797-02-15,4,8
577,"Cmte on HR bill to settle accounted b/w US & receivers of public
money",1797-02-16,4,8
578,"Cmte of Conference on resolutions relative to balances due by
commissioners for settling accounts b/w US & states",1797-02-16,4,8
579,"emte on HR bills, r",1797-02-17,4,8
580,"Cmte on HR bill to continue law for regulating compensation to
clerks",1797-02-20,4,8
581,"emte on HR bill making addition to act making appropriations for
demands attending late insurrection, etc",1797-02-23,4,8
582,Cmte on HR bill for John C,1797-02-23,4,8
583,,1797-02-23,4,8
584,,1797-02-24,4,8
585,emte on HR bill for making appropriations for 1797,1797-02-24,4,9
586,"Cmte on HR ‘bill to authorize PUS to pay more in negotiations with
Dey of Algiers",1797-02-24,4,9
587,"emte to consider expediency of authorizing PUS to lay embargo
during congressional recess",1797-02-24,4,9
588,"cmte on: Mason’s bill, r",1797-02-25,4,9
589,"Cmte on HR bill for remitting or mitigating forfeitures, etc",1797-02-25,4,9
590,"emte on HR bill to making appropriation for prosecution of claims
of certain citizens for property captured by belligerent powers",1797-02-28,4,9
591,"emte on motion, r",1797-02-28,4,9
592,"emte on HR bill directing Sec of War to add certain people to
invalid pensions list",1797-02-28,4,9
593,"Cmte on HR bill to repeal, alter, etc",1797-03-01,4,9
594,"emte on HR bill making appropriations for naval & military
establishments",1797-03-02,4,9
595,emte on HR bill for relief of John Brown,1797-03-02,4,9
596,cmte to wait on PUS,1797-03-03,4,9
597,"Cmte on message of PUS of Jan 9, 1797 on Dey and Regency of
Algiers",1797-03-03,4,9
598,"\emte on treaty with Southern Indians [Creeks] by Hawkins &
others",1797-03-03,4,9
599,,1797-01-09,4,9
600,,1797-01-11,4,9
601,,1797-01-16,4,9
602,Jt cmte to wait on PUS,1797-05-15,5,1
603,emte to prepare reply to PUS,1797-05-16,5,1
604,"emte on parts of PUS’s speech on building ships, fitting out
privateers, committing spoilation on US commerce",1797-05-29,5,1
605,emte on parts of PUS’s speech as relates to militia,1797-05-29,5,1
606,"emte on Sedgwick’s motion to refer parts of PUS’s speech on
establishing permanent system of naval defense",1797-05-29,5,1
607,"emte on parts of PUS’s speech on providing means of additional
defense, army",1797-05-29,5,1
608,"emte on Sedgwick’s motion to refer parts of PUS’s speech on ports &
harbors",1797-05-29,5,1
609,emte on Read’s bill to prohibit export of arms & ammo,1797-05-31,5,1
610,"Cmte on HR amendments to Senate’s bill prohibiting export of arms &
-ammo",1797-06-09,5,1
611,"\emte on June 12th message of PUS, r",1797-06-14,5,1
612,Cmte on enrolled bills,1797-06-09,5,1
613,Cmte on HR bill on ports and harbors,1797-06-16,5,1
614,\emte on HR bill for registering & recording ships and vessels,1797-06-19,5,1
615,Cmte on HR bill for detachment from militia,1797-06-20,5,1
616,"Cmte on HR bill for appointment of agent in relation to 6th article of
Jay Treaty",1797-06-20,5,1
617,"emte on PUS’s message of July 13, r",1798-07-14,5,10
618,"cmte of Conference on bill to suspend commercial intercourse between
US & France",1798-07-16,5,10
619,emte to wait on PUS,1798-07-16,5,10
620,Cmte on treaty with Seneca nation,1797-12-06,5,10
621,emte on treaty with Bey of Tunis,1798-02-21,5,10
622,cmte on treaty with Mohawk nation,1798-04-13,5,10
623,emte on nominations of George Mathews & others,1798-04-19,5,10
624,cmte discharged,1798-04-30,5,10
625,emte on nominations made April 25,1798-06-01,5,10
626,cmte on May 4,1798-07-18,5,10
627,cmte on message of May 29 with explanatory article of treaty with GB,1798-12-06,5,10
628,Cmte to wait on PUS,1798-12-08,5,10
629,emte to wait on PUS,1798-12-17,5,10
630,emte to prepare reply to PUS,1798-12-17,5,10
631,"emte on petition of Benjamin Reed & others respecting claims in NW
territory & report of Winthrop Sargent in behalf of Governor of NW
territory",1798-12-18,5,10
632,cmte to prepare rules for conducting trial of impeachment,1798-12-18,5,10
633,cmte to consider rules for trial of impeachment,1799-01-31,5,10
634,"emte to consider part of PUS’s speech, r",1798-12-18,5,10
635,"cmte to consider part of PUS’s speech, r",1799-01-09,5,10
636,,1798-12-31,5,10
637,"Cmte to consider part of PUS’s speech, r",1799-01-28,5,11
638,cmte on same day,1799-02-04,5,11
639,cmte on HR bill providing for enumeration of inhabitants,1798-12-28,5,11
640,"emte on HR bill respecting balances reported against certain
states",1798-12-28,5,11
641,emte on Tracy’s bill for CT cession,1799-01-02,5,11
642,"cmte instructed to
make a special report",1799-01-02,5,11
643,\emte on petition of Thomas Lewis,1799-01-15,5,11
644,"Cmte on petition of Joseph Russel, Jr & others",1799-01-15,5,11
645,"emte to whom recommitted HR bill respecting balances reported against
certain states",1799-01-15,5,11
646,Cmte on petition of Daniel Smith,1799-01-15,5,11
647,"emte to consider if any amendments necessary to act providing for sale
of lands in territory NW of OH river and above mouth of KY river",1799-01-18,5,11
648,"cmte to consider whether any division or alteration needed in govt of
territory nw of OH river",1799-01-21,5,11
649,"Cmte to examine what laws adopted by govt of nw territory & report how
far expedient",1799-01-24,5,11
650,emte on Hr bill for punishment of certain crimes,1799-01-24,5,11
653,emte on Watson’s bill to establish judicial courts,1799-01-25,5,12
654,emte on enrolled bills,1799-01-28,5,12
655,"cmte even after
Wells added",1799-01-29,5,12
656,"cmte\,

\emte on HR bill to suspend commercial intercourse between US & France",1799-01-31,5,12
657,emte on HR bill for relief of Jonathan Haskill,1799-01-31,5,12
658,"emte on bill to regulate trade with Indians & preserve peace on
frontiers",1799-01-31,5,12
659,cmte on HR bill giving effect to US laws in TN,1799-02-01,5,12
660,"emte on HR bill to alter stamp duties imposed on foreign bills of
exchange and bills of lading",1799-02-05,5,12
661,cmte on Mathers’s account for serving process to Blount,1799-02-05,5,12
662,"emte of Conference on bill respecting balances reported against
certain states",1799-02-06,5,12
663,"cmte on HR bill to amend act providing for valuation of lands &
dwelling-houses & enumeration of slaves",1799-02-08,5,12
664,emte on HR bill to regulate collection of duties on imports & tonnage,1799-02-11,5,12
665,"emte on sedgwick’s bill touching mode of surrendering a defendant who
has been held to special bail in one district and arrested in another",1799-02-12,5,12
666,Cmte on recommitment of Tracy’s bill on CT cession,1799-02-14,5,12
667,Cmte on petition of Samuel Watt,1799-02-14,5,12
668,"cmte on HR bill appropriating $ to defray expenses of holding a treaty
or treaties with Indians",1799-02-14,5,12
669,"emte on Tracy’s bill making appropriations to defray expenses in
carrying into effect treaties b/w US and several indian tribes",1799-02-14,5,13
670,"emte on HR bill to establish compensations of officers employed in
collection of duties of imports & tonnage",1799-02-16,5,13
671,"emte on HR bill for fixing pay of captains and commanders of ships of
war",1799-02-16,5,13
672,Cmte on HR bill for relief of Joseph Wheaton,1799-02-16,5,13
673,"Cmte on HR bill to provide compensation for marshalls, clerks,
attorneys, jurors and witnesses, & repeal certain parts of acts
therein mentioned",1799-02-18,5,13
674,"Cmte on HR bill for discharge of Robert Sturgeon from present
confinement",1799-02-18,5,13
675,cmte on petition of Paul M’Dermot,1799-02-18,5,13
676,Cmte on bill to regulate medical department,1799-02-19,5,13
677,"Cmte which Gunn chair on part of PUS’s
speech relating to defense on Jan 25",1799-02-20,5,13
678,"cmte on Sedgwick’s bill to augment salaries of principal officers of
exec depts",1799-02-20,5,13
679,cmte on Hr bill to regulate and fix compensation of clerks,1799-02-23,5,13
680,"cmte on HR, bill to grant additional compensation for 1799 to certain
officers of Senate and HR",1799-02-23,5,13
681,emte on HR bill for govt of navy,1799-02-25,5,13
682,cmte on HR bill to erect beacon on Boon Island,1799-02-25,5,13
683,cmte on HR bill to establish post office,1799-02-27,5,13
684,Cmte on HR bill authorizing augmentation of Marine Corps,1799-02-27,5,13
685,Cmte on HR amendments to bill for better organizing troops of \US,1799-02-28,5,14
686,"cmte

\, Cmte on HR bill authorizing detachment from militia",1799-02-28,5,14
687,"Cmte on HR bill to amend act regulating grants of land for military
services for United Brethren",1799-03-01,5,14
688,"Cmte on HR bill to revive and continue in force parts of law for
relief and protection of Am seamen",1799-03-01,5,14
689,Cmte on HR bill for relief of Comfort Sands & others,1799-03-01,5,14
690,"cmte on HR bill to authorize sale of land between Great & Little Miami
Rivers & giving pre-emption to certain settlers",1799-03-01,5,14
691,"Cmte of conference on bill to grant additional compensation to certain
officers of Senate and HR",1799-03-01,5,14
692,Cmte of Conference on bill for better organization of troops,1799-03-02,5,14
693,"cmte on HR bill, r",1799-03-02,5,14
694,emte of Conference on bill to reform superior courts of NW territory,1799-03-02,5,14
695,"cmte on HR res authorizing subscription for 400 copies of
congressional journals",1799-03-02,5,14
696,Cmte on HR bill vesting power of retaliation in certain cases in PUS,1799-03-02,5,14
697,Cmte to wait on PUS,1799-03-03,5,14
698,"Cmte on nominations of Archibald Richardson, Andrew
Torbone, Andrew Nelson, William Preston, in PUS’s message of Dec 19",1798-12-20,5,14
699,emte on treaty with Cherokees,1799-01-18,5,14
700,emte on treaty with Oneida nation,1799-01-31,5,14
701,"Cmte on message of Feb 18, nomination of William Vans Murray to be
minister at Paris",1799-02-20,5,14
703,"Cmte on Goodhue’s bill to prevent arming of private ships, except in
certain cases",1797-06-21,5,2
704,cmte of Conference on bill for protection of US trade,1797-06-27,5,2
705,gmte on HR bill to continue certain laws,1797-06-28,5,2
706,"cmte on HR bill for laying duties on licenses for selling foreign
wines & liquor",1797-06-28,5,2
707,Cmte on cmte report on bill to prevent arming of private ships,1797-06-29,5,2
708,"cmte on letter from Comptroller of Treasury to Sec of Senate, r",1797-06-30,5,2
709,"Cmte on PUS’s message of June 23, consuls & vice consuls",1797-06-27,5,2
710,"emte on Hillhouse’s bill to authorize transfer of stock standing to
the credit of certain states",1797-07-03,5,2
711,"Cmte on HR bill laying duties on stamped ia parchment, & paper",1797-07-03,5,2
712,"emte on PUS’s message of July 3, r",1797-07-04,5,2
713,Cmte on HR bill making additional appropriations for 1797,1797-07-04,5,2
714,Cmte on HR bill authorizing loan of money,1797-07-05,5,2
715,Cmte on HR bill laying additional duty on salt,1797-07-05,5,2
716,cmte to wait on PUS,1797-07-10,5,2
717,Cmte on treaty with Bey & subjects of Tripoli,1797-05-29,5,2
718,"emte on PUS’s message of June 23, Building & equipping 2 vessels for
Dey of Algiers",1797-06-27,5,2
719,Jt cmte to wait on PUS,1797-11-22,5,3
720,emte to prepare reply to PUS,1797-11-23,5,3
721,emte on unfinished business,1797-11-27,5,3
722,cmte on part of PUS’s speech on protection of US commerce,1797-11-29,5,3
723,"cmte on part of PUS’s speech, r",1798-02-06,5,3
724,"cmte on HR bill passed last March directing Sec of War to place
certain persons on pension list",1797-11-29,5,3
725,"emte on petition & memorial of TN legislature, r",1797-12-01,5,3
726,emte on Bloodworth’s bill to give consent to certain acts of NC,1798-01-15,5,3
727,mte on HR bill for relief of representatives of William Carmichael,1797-12-04,5,3
728,\emte on petition & report of Sec of T on William Imlay,1797-12-13,5,3
729,"\emte on HR bill to suspend 2nd section of law regulating foreign

scoins",1798-05-21,5,3
730,,1797-12-14,5,3
731,,1797-12-18,5,3
732,,1797-12-22,5,3
733,,1798-01-09,5,3
734,"Cmte on HR bill for relief of North & Vesey of Charleston,SC",1797-12-22,5,4
735,Cmte on motion made Dec 15 on judiciary system,1797-12-26,5,4
736,"cmte on petition of George Turner, r",1798-01-03,5,4
737,cmte reported this bill,1798-01-05,5,4
738,"cmte on Jackson’s bill to extend to district of TN exception contained
in 11th section of law for more effectual collection of duties",1798-01-05,5,4
739,Cmte on petition of Joseph Nourse,1798-01-08,5,4
740,"cmte instructed to
bring bill",1798-01-08,5,4
741,Cmte on HR bill making appropriations for 1798,1798-01-08,5,4
742,emte on HR bill authorizing payment to daughters of Count de Grasse,1798-01-08,5,4
743,"emte on HR bill providing payment of interest on certificate due to
General Kosciusko",1798-01-09,5,4
744,"mte on HR bill to amend laws for laying duties on domestically
distilled spirits",1798-01-12,5,4
