first_name,middle_name,last_name,age,congress,state,party,votes,committee_name,date,senator_id,senator_congress_id,committee_id
Ralph,,Izard,48,1,SC,Pro-Administration,2,cmte on Excise bill,1791-02-02,I000053,8,15
Rufus,,King,34,1,NY,Pro-Administration,3,cmte on Excise bill,1791-02-02,K000212,9,15
John,,Langdon,48,1,NH,Pro-Administration,9,cmte on Excise bill,1791-02-02,L000067,10,15
William,,Maclay,52,1,PA,Anti-Administration,5,cmte on Excise bill,1791-02-02,M000031,21,15
James,,Monroe,31,1,VA,Anti-Administration,5,cmte on Excise bill,1791-02-02,M000858,11,15
Robert,,Morris,55,1,PA,Pro-Administration,12,cmte on Excise bill,1791-02-02,M000985,12,15
George,,Read,56,1,DE,Pro-Administration,3,cmte on Excise bill,1791-02-02,R000091,13,15
Philip,John,Schuyler,56,1,NY,Pro-Administration,8,cmte on Excise bill,1791-02-02,S000154,14,15
Caleb,,Strong,44,1,MA,Pro-Administration,8,cmte on Excise bill,1791-02-02,S001009,16,15
Paine,,Wingate,50,1,NH,Anti-Administration,3,cmte on Excise bill,1791-02-02,W000633,18,15
Richard,,Bassett,44,1,DE,Anti-Administration,5,Cmte on appropriation bill,1791-02-03,B000226,1,16
Pierce,,Butler,45,1,SC,Pro-Administration,4,Cmte on appropriation bill,1791-02-03,B001186,2,16
Charles,,Carroll,52,1,MD,Pro-Administration,8,Cmte on appropriation bill,1791-02-03,C000185,25,16
Tristram,,Dalton,51,1,MA,Pro-Administration,9,Cmte on appropriation bill,1791-02-03,D000013,3,16
Philemon,,Dickinson,50,1,NJ,Pro-Administration,2,Cmte on appropriation bill,1791-02-03,D000324,17,16
Oliver,,Ellsworth,44,1,CT,Pro-Administration,3,Cmte on appropriation bill,1791-02-03,E000147,4,16
Jonathan,,Elmer,44,1,NJ,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,E000155,22,16
Theodore,,Foster,37,1,RI,Pro-Administration,2,Cmte on appropriation bill,1791-02-03,F000313,20,16
John,,Henry,39,1,MD,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,H000508,23,16
Ralph,,Izard,48,1,SC,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,I000053,8,16
Rufus,,King,34,1,NY,Pro-Administration,5,Cmte on appropriation bill,1791-02-03,K000212,9,16
John,,Langdon,48,1,NH,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,L000067,10,16
William,,Maclay,52,1,PA,Anti-Administration,1,Cmte on appropriation bill,1791-02-03,M000031,21,16
James,,Monroe,31,1,VA,Anti-Administration,3,Cmte on appropriation bill,1791-02-03,M000858,11,16
Robert,,Morris,55,1,PA,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,M000985,12,16
George,,Read,56,1,DE,Pro-Administration,2,Cmte on appropriation bill,1791-02-03,R000091,13,16
Caleb,,Strong,44,1,MA,Pro-Administration,1,Cmte on appropriation bill,1791-02-03,S001009,16,16
Paine,,Wingate,50,1,NH,Anti-Administration,4,Cmte on appropriation bill,1791-02-03,W000633,18,16
Richard,,Bassett,44,1,DE,Anti-Administration,5,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,B000226,1,17
Pierce,,Butler,45,1,SC,Pro-Administration,4,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,B001186,2,17
Charles,,Carroll,52,1,MD,Pro-Administration,4,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,C000185,25,17
Philemon,,Dickinson,50,1,NJ,Pro-Administration,1,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,D000324,17,17
Oliver,,Ellsworth,44,1,CT,Pro-Administration,6,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,E000147,4,17
Jonathan,,Elmer,44,1,NJ,Pro-Administration,1,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,E000155,22,17
William,,Few,41,1,GA,Anti-Administration,2,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,F000100,19,17
Theodore,,Foster,37,1,RI,Pro-Administration,1,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,F000313,20,17
James,,Gunn,36,1,GA,Anti-Administration,2,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,G000526,24,17
Benjamin,,Hawkins,35,1,NC,Pro-Administration,2,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,H000368,5,17
John,,Henry,39,1,MD,Pro-Administration,4,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,H000508,23,17
William,Samuel,Johnson,62,1,CT,Pro-Administration,5,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,J000182,6,17
Samuel,,Johnston,56,1,NC,Pro-Administration,1,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,J000198,7,17
Ralph,,Izard,48,1,SC,Pro-Administration,14,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,I000053,8,17
Rufus,,King,34,1,NY,Pro-Administration,14,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,K000212,9,17
John,,Langdon,48,1,NH,Pro-Administration,3,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,L000067,10,17
William,,Maclay,52,1,PA,Anti-Administration,1,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,M000031,21,17
James,,Monroe,31,1,VA,Anti-Administration,10,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,M000858,11,17
Robert,,Morris,55,1,PA,Pro-Administration,15,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,M000985,12,17
George,,Read,56,1,DE,Pro-Administration,6,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,R000091,13,17
Philip,John,Schuyler,56,1,NY,Pro-Administration,8,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,S000154,14,17
Caleb,,Strong,44,1,MA,Pro-Administration,8,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,S001009,16,17
Paine,,Wingate,50,1,NH,Anti-Administration,3,Cmte on report of Secretary of Treasury relative to mint,1791-02-07,W000633,18,17
Pierce,,Butler,45,1,SC,Pro-Administration,3,cmte on VT papers,1791-02-09,B001186,2,18
Richard,,Bassett,44,1,DE,Anti-Administration,2,cmte on VT papers,1791-02-09,B000226,1,18
Charles,,Carroll,52,1,MD,Pro-Administration,4,cmte on VT papers,1791-02-09,C000185,25,18
Tristram,,Dalton,51,1,MA,Pro-Administration,3,cmte on VT papers,1791-02-09,D000013,3,18
Philemon,,Dickinson,50,1,NJ,Pro-Administration,4,cmte on VT papers,1791-02-09,D000324,17,18
Oliver,,Ellsworth,44,1,CT,Pro-Administration,6,cmte on VT papers,1791-02-09,E000147,4,18
William,,Few,41,1,GA,Anti-Administration,1,cmte on VT papers,1791-02-09,F000100,19,18
Theodore,,Foster,37,1,RI,Pro-Administration,1,cmte on VT papers,1791-02-09,F000313,20,18
James,,Gunn,36,1,GA,Anti-Administration,2,cmte on VT papers,1791-02-09,G000526,24,18
Benjamin,,Hawkins,35,1,NC,Pro-Administration,5,cmte on VT papers,1791-02-09,H000368,5,18
John,,Henry,39,1,MD,Pro-Administration,1,cmte on VT papers,1791-02-09,H000508,23,18
William,Samuel,Johnson,62,1,CT,Pro-Administration,3,cmte on VT papers,1791-02-09,J000182,6,18
Samuel,,Johnston,56,1,NC,Pro-Administration,4,cmte on VT papers,1791-02-09,J000198,7,18
Ralph,,Izard,48,1,SC,Pro-Administration,2,cmte on VT papers,1791-02-09,I000053,8,18
Rufus,,King,34,1,NY,Pro-Administration,13,cmte on VT papers,1791-02-09,K000212,9,18
John,,Langdon,48,1,NH,Pro-Administration,6,cmte on VT papers,1791-02-09,L000067,10,18
William,,Maclay,52,1,PA,Anti-Administration,2,cmte on VT papers,1791-02-09,M000031,21,18
James,,Monroe,31,1,VA,Anti-Administration,7,cmte on VT papers,1791-02-09,M000858,11,18
Robert,,Morris,55,1,PA,Pro-Administration,3,cmte on VT papers,1791-02-09,M000985,12,18
George,,Read,56,1,DE,Pro-Administration,4,cmte on VT papers,1791-02-09,R000091,13,18
Philip,John,Schuyler,56,1,NY,Pro-Administration,4,cmte on VT papers,1791-02-09,S000154,14,18
Joseph,,Stanton,50,1,RI,Anti-Administration,1,cmte on VT papers,1791-02-09,S000805,15,18
Caleb,,Strong,44,1,MA,Pro-Administration,9,cmte on VT papers,1791-02-09,S001009,16,18
Paine,,Wingate,50,1,NH,Anti-Administration,5,cmte on VT papers,1791-02-09,W000633,18,18
Richard,,Bassett,44,1,DE,Anti-Administration,3,cmte on foreign officers,1791-02-12,B000226,1,19
Pierce,,Butler,45,1,SC,Pro-Administration,1,cmte on foreign officers,1791-02-12,B001186,2,19
Charles,,Carroll,52,1,MD,Pro-Administration,4,cmte on foreign officers,1791-02-12,C000185,25,19
Philemon,,Dickinson,50,1,NJ,Pro-Administration,6,cmte on foreign officers,1791-02-12,D000324,17,19
Oliver,,Ellsworth,44,1,CT,Pro-Administration,2,cmte on foreign officers,1791-02-12,E000147,4,19
Jonathan,,Elmer,44,1,NJ,Pro-Administration,1,cmte on foreign officers,1791-02-12,E000155,22,19
William,,Few,41,1,GA,Anti-Administration,1,cmte on foreign officers,1791-02-12,F000100,19,19
Theodore,,Foster,37,1,RI,Pro-Administration,1,cmte on foreign officers,1791-02-12,F000313,20,19
James,,Gunn,36,1,GA,Anti-Administration,5,cmte on foreign officers,1791-02-12,G000526,24,19
John,,Henry,39,1,MD,Pro-Administration,5,cmte on foreign officers,1791-02-12,H000508,23,19
Samuel,,Johnston,56,1,NC,Pro-Administration,1,cmte on foreign officers,1791-02-12,J000198,7,19
Ralph,,Izard,48,1,SC,Pro-Administration,1,cmte on foreign officers,1791-02-12,I000053,8,19
Rufus,,King,34,1,NY,Pro-Administration,1,cmte on foreign officers,1791-02-12,K000212,9,19
John,,Langdon,48,1,NH,Pro-Administration,1,cmte on foreign officers,1791-02-12,L000067,10,19
William,,Maclay,52,1,PA,Anti-Administration,10,cmte on foreign officers,1791-02-12,M000031,21,19
James,,Monroe,31,1,VA,Anti-Administration,1,cmte on foreign officers,1791-02-12,M000858,11,19
George,,Read,56,1,DE,Pro-Administration,2,cmte on foreign officers,1791-02-12,R000091,13,19
Philip,John,Schuyler,56,1,NY,Pro-Administration,5,cmte on foreign officers,1791-02-12,S000154,14,19
Joseph,,Stanton,50,1,RI,Anti-Administration,1,cmte on foreign officers,1791-02-12,S000805,15,19
Caleb,,Strong,44,1,MA,Pro-Administration,2,cmte on foreign officers,1791-02-12,S001009,16,19
Paine,,Wingate,50,1,NH,Anti-Administration,6,cmte on foreign officers,1791-02-12,W000633,18,19
Richard,,Bassett,44,1,DE,Anti-Administration,1,cmte on the military,1791-02-14,B000226,1,20
Pierce,,Butler,45,1,SC,Pro-Administration,8,cmte on the military,1791-02-14,B001186,2,20
Charles,,Carroll,52,1,MD,Pro-Administration,3,cmte on the military,1791-02-14,C000185,25,20
Philemon,,Dickinson,50,1,NJ,Pro-Administration,9,cmte on the military,1791-02-14,D000324,17,20
Oliver,,Ellsworth,44,1,CT,Pro-Administration,8,cmte on the military,1791-02-14,E000147,4,20
Jonathan,,Elmer,44,1,NJ,Pro-Administration,1,cmte on the military,1791-02-14,E000155,22,20
William,,Few,41,1,GA,Anti-Administration,3,cmte on the military,1791-02-14,F000100,19,20
Theodore,,Foster,37,1,RI,Pro-Administration,6,cmte on the military,1791-02-14,F000313,20,20
James,,Gunn,36,1,GA,Anti-Administration,15,cmte on the military,1791-02-14,G000526,24,20
Benjamin,,Hawkins,35,1,NC,Pro-Administration,9,cmte on the military,1791-02-14,H000368,5,20
John,,Henry,39,1,MD,Pro-Administration,5,cmte on the military,1791-02-14,H000508,23,20
William,Samuel,Johnson,62,1,CT,Pro-Administration,2,cmte on the military,1791-02-14,J000182,6,20
Samuel,,Johnston,56,1,NC,Pro-Administration,1,cmte on the military,1791-02-14,J000198,7,20
Ralph,,Izard,48,1,SC,Pro-Administration,2,cmte on the military,1791-02-14,I000053,8,20
Rufus,,King,34,1,NY,Pro-Administration,4,cmte on the military,1791-02-14,K000212,9,20
John,,Langdon,48,1,NH,Pro-Administration,4,cmte on the military,1791-02-14,L000067,10,20
William,,Maclay,52,1,PA,Anti-Administration,2,cmte on the military,1791-02-14,M000031,21,20
James,,Monroe,31,1,VA,Anti-Administration,6,cmte on the military,1791-02-14,M000858,11,20
Robert,,Morris,55,1,PA,Pro-Administration,2,cmte on the military,1791-02-14,M000985,12,20
George,,Read,56,1,DE,Pro-Administration,2,cmte on the military,1791-02-14,R000091,13,20
Philip,John,Schuyler,56,1,NY,Pro-Administration,12,cmte on the military,1791-02-14,S000154,14,20
Caleb,,Strong,44,1,MA,Pro-Administration,9,cmte on the military,1791-02-14,S001009,16,20
Paine,,Wingate,50,1,NH,Anti-Administration,5,cmte on the military,1791-02-14,W000633,18,20
Richard,,Bassett,44,1,DE,Anti-Administration,1,Cmte on Donald Campbell petition,1791-02-15,B000226,1,21
Pierce,,Butler,45,1,SC,Pro-Administration,3,Cmte on Donald Campbell petition,1791-02-15,B001186,2,21
Philemon,,Dickinson,50,1,NJ,Pro-Administration,6,Cmte on Donald Campbell petition,1791-02-15,D000324,17,21
Oliver,,Ellsworth,44,1,CT,Pro-Administration,1,Cmte on Donald Campbell petition,1791-02-15,E000147,4,21
John,,Henry,39,1,MD,Pro-Administration,2,Cmte on Donald Campbell petition,1791-02-15,H000508,23,21
Rufus,,King,34,1,NY,Pro-Administration,7,Cmte on Donald Campbell petition,1791-02-15,K000212,9,21
John,,Langdon,48,1,NH,Pro-Administration,8,Cmte on Donald Campbell petition,1791-02-15,L000067,10,21
William,,Maclay,52,1,PA,Anti-Administration,1,Cmte on Donald Campbell petition,1791-02-15,M000031,21,21
James,,Monroe,31,1,VA,Anti-Administration,6,Cmte on Donald Campbell petition,1791-02-15,M000858,11,21
Philip,John,Schuyler,56,1,NY,Pro-Administration,3,Cmte on Donald Campbell petition,1791-02-15,S000154,14,21
Paine,,Wingate,50,1,NH,Anti-Administration,2,Cmte on Donald Campbell petition,1791-02-15,W000633,18,21
Richard,,Bassett,44,1,DE,Anti-Administration,2,cmte on the Land Office,1791-02-21,B000226,1,22
Pierce,,Butler,45,1,SC,Pro-Administration,7,cmte on the Land Office,1791-02-21,B001186,2,22
Charles,,Carroll,52,1,MD,Pro-Administration,3,cmte on the Land Office,1791-02-21,C000185,25,22
Tristram,,Dalton,51,1,MA,Pro-Administration,1,cmte on the Land Office,1791-02-21,D000013,3,22
Philemon,,Dickinson,50,1,NJ,Pro-Administration,4,cmte on the Land Office,1791-02-21,D000324,17,22
Oliver,,Ellsworth,44,1,CT,Pro-Administration,11,cmte on the Land Office,1791-02-21,E000147,4,22
William,,Few,41,1,GA,Anti-Administration,7,cmte on the Land Office,1791-02-21,F000100,19,22
Theodore,,Foster,37,1,RI,Pro-Administration,10,cmte on the Land Office,1791-02-21,F000313,20,22
James,,Gunn,36,1,GA,Anti-Administration,5,cmte on the Land Office,1791-02-21,G000526,24,22
Benjamin,,Hawkins,35,1,NC,Pro-Administration,1,cmte on the Land Office,1791-02-21,H000368,5,22
John,,Henry,39,1,MD,Pro-Administration,2,cmte on the Land Office,1791-02-21,H000508,23,22
William,Samuel,Johnson,62,1,CT,Pro-Administration,5,cmte on the Land Office,1791-02-21,J000182,6,22
Samuel,,Johnston,56,1,NC,Pro-Administration,5,cmte on the Land Office,1791-02-21,J000198,7,22
Ralph,,Izard,48,1,SC,Pro-Administration,3,cmte on the Land Office,1791-02-21,I000053,8,22
Rufus,,King,34,1,NY,Pro-Administration,10,cmte on the Land Office,1791-02-21,K000212,9,22
John,,Langdon,48,1,NH,Pro-Administration,5,cmte on the Land Office,1791-02-21,L000067,10,22
Richard,Henry,Lee,57,1,VA,Anti-Administration,6,cmte on the Land Office,1791-02-21,L000201,26,22
William,,Maclay,52,1,PA,Anti-Administration,3,cmte on the Land Office,1791-02-21,M000031,21,22
James,,Monroe,31,1,VA,Anti-Administration,9,cmte on the Land Office,1791-02-21,M000858,11,22
Robert,,Morris,55,1,PA,Pro-Administration,1,cmte on the Land Office,1791-02-21,M000985,12,22
George,,Read,56,1,DE,Pro-Administration,5,cmte on the Land Office,1791-02-21,R000091,13,22
Philip,John,Schuyler,56,1,NY,Pro-Administration,2,cmte on the Land Office,1791-02-21,S000154,14,22
Caleb,,Strong,44,1,MA,Pro-Administration,14,cmte on the Land Office,1791-02-21,S001009,16,22
Paine,,Wingate,50,1,NH,Anti-Administration,2,cmte on the Land Office,1791-02-21,W000633,18,22
Richard,,Bassett,44,1,DE,Anti-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,B000226,1,23
Pierce,,Butler,45,1,SC,Pro-Administration,4,Cmte of Conference on bill on duties on imported spirits,1791-02-23,B001186,2,23
Charles,,Carroll,52,1,MD,Pro-Administration,2,Cmte of Conference on bill on duties on imported spirits,1791-02-23,C000185,25,23
Philemon,,Dickinson,50,1,NJ,Pro-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,D000324,17,23
Oliver,,Ellsworth,44,1,CT,Pro-Administration,18,Cmte of Conference on bill on duties on imported spirits,1791-02-23,E000147,4,23
John,,Henry,39,1,MD,Pro-Administration,2,Cmte of Conference on bill on duties on imported spirits,1791-02-23,H000508,23,23
William,Samuel,Johnson,62,1,CT,Pro-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,J000182,6,23
Samuel,,Johnston,56,1,NC,Pro-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,J000198,7,23
Ralph,,Izard,48,1,SC,Pro-Administration,4,Cmte of Conference on bill on duties on imported spirits,1791-02-23,I000053,8,23
Rufus,,King,34,1,NY,Pro-Administration,13,Cmte of Conference on bill on duties on imported spirits,1791-02-23,K000212,9,23
John,,Langdon,48,1,NH,Pro-Administration,2,Cmte of Conference on bill on duties on imported spirits,1791-02-23,L000067,10,23
Richard,Henry,Lee,57,1,VA,Anti-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,L000201,26,23
James,,Monroe,31,1,VA,Anti-Administration,2,Cmte of Conference on bill on duties on imported spirits,1791-02-23,M000858,11,23
Robert,,Morris,55,1,PA,Pro-Administration,10,Cmte of Conference on bill on duties on imported spirits,1791-02-23,M000985,12,23
George,,Read,56,1,DE,Pro-Administration,2,Cmte of Conference on bill on duties on imported spirits,1791-02-23,R000091,13,23
Philip,John,Schuyler,56,1,NY,Pro-Administration,3,Cmte of Conference on bill on duties on imported spirits,1791-02-23,S000154,14,23
Caleb,,Strong,44,1,MA,Pro-Administration,4,Cmte of Conference on bill on duties on imported spirits,1791-02-23,S001009,16,23
Paine,,Wingate,50,1,NH,Anti-Administration,1,Cmte of Conference on bill on duties on imported spirits,1791-02-23,W000633,18,23
Richard,,Bassett,44,1,DE,Anti-Administration,3,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,B000226,1,24
Pierce,,Butler,45,1,SC,Pro-Administration,13,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,B001186,2,24
Charles,,Carroll,52,1,MD,Pro-Administration,1,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,C000185,25,24
Tristram,,Dalton,51,1,MA,Pro-Administration,2,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,D000013,3,24
Philemon,,Dickinson,50,1,NJ,Pro-Administration,1,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,D000324,17,24
Oliver,,Ellsworth,44,1,CT,Pro-Administration,15,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,E000147,4,24
Jonathan,,Elmer,44,1,NJ,Pro-Administration,1,Cmte on Butler and Monroe's motion for addition compensation for AG,1791-02-24,E000155,22,24
